query,x[m],y[m],z[m],th[deg],ph[deg],query_pix,dilated_pix,lapse time[ms]
0,\workspa,e\UMap\S,N\gazebo,am\que,\query,0,0,729
DB No.,x[m],y[m],z[m],th[deg],ph[deg],A,B,Bcon,C,D,E,Econ,F,sim_index,SPV_and,SPV_in, SPV_db 
0083468,-003.600,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3618,18836,11466,38986,0,0,0,0
0083469,-003.400,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3784,20539,12231,37117,0,0,0,0
0083470,-003.200,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3644,19990,11820,37806,0,0,0,0
0083471,-003.000,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3609,19538,11491,38293,0,0,0,0
0083472,-002.800,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3323,19370,11398,38747,0,0,0,0
0083473,-002.600,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3828,20942,12214,36670,0,0,0,0
0083474,-002.400,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3702,20332,11831,37406,0,0,0,0
0083475,-002.200,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3641,19794,11501,38005,0,0,0,0
0083476,-002.000,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3291,19516,11395,38633,0,0,0,0
0083477,-001.800,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3540,19072,11164,38828,0,0,0,0
0083478,-001.600,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3426,20983,12204,37031,0,0,0,0
0083479,-001.400,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3376,20556,11863,37508,0,0,0,0
0083480,-001.200,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3708,23585,13735,34147,0,0,0,0
0083481,-001.000,-001.000,0000.200,0210.0,0000.0,0,0,0,0,4094,26920,15543,30426,0,0,0,0
0083482,-000.800,-001.000,0000.200,0210.0,0000.0,0,0,0,0,4430,27944,16230,29066,0,0,0,0
0083483,-000.600,-001.000,0000.200,0210.0,0000.0,0,0,0,0,4042,25999,15239,31399,0,0,0,0
0083484,-000.400,-001.000,0000.200,0210.0,0000.0,0,0,0,0,3805,24235,14363,33400,0,0,0,0
0083485,-000.200,-001.000,0000.200,0210.0,0000.0,0,0,0,0,4197,26111,15647,31132,0,0,0,0
0083486,-000.000,-001.000,0000.200,0210.0,0000.0,0,0,0,0,4319,25093,15077,32028,0,0,0,0
0083487,0000.200,-001.000,0000.200,0210.0,0000.0,0,0,0,0,4557,27013,16342,29870,0,0,0,0
0083488,0000.400,-001.000,0000.200,0210.0,0000.0,0,0,0,0,4917,28993,17386,27530,0,0,0,0
0083489,0000.600,-001.000,0000.200,0210.0,0000.0,0,0,0,0,4520,26292,15999,30628,0,0,0,0
0083490,0000.800,-001.000,0000.200,0210.0,0000.0,0,0,0,0,4345,24545,15139,32550,0,0,0,0
0083491,0001.000,-001.000,0000.200,0210.0,0000.0,0,0,0,0,4820,27217,16721,29403,0,0,0,0
0083492,0001.200,-001.000,0000.200,0210.0,0000.0,0,0,0,0,5401,29047,18236,26992,0,0,0,0
0083493,0001.400,-001.000,0000.200,0210.0,0000.0,0,0,0,0,5096,26308,16710,30036,0,0,0,0
0083494,0001.600,-001.000,0000.200,0210.0,0000.0,0,0,0,0,5165,23619,15121,32656,0,0,0,0
0083495,0001.800,-001.000,0000.200,0210.0,0000.0,0,0,0,0,4703,22185,14286,34552,0,0,0,0
0083496,0002.000,-001.000,0000.200,0210.0,0000.0,0,0,0,0,4845,22836,14257,33759,0,0,0,0
0083497,-010.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3139,20871,12396,37430,0,0,0,0
0083498,-009.800,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3176,20478,12154,37786,0,0,0,0
0083499,-009.600,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3420,21835,12805,36185,0,0,0,0
0083500,-009.400,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3299,22927,13428,35214,0,0,0,0
0083501,-009.200,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3331,21987,12868,36122,0,0,0,0
0083502,-009.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3001,21688,12722,36751,0,0,0,0
0083503,-008.800,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3388,23178,13620,34874,0,0,0,0
0083504,-008.600,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3545,27282,16030,30613,0,0,0,0
0083505,-008.400,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3730,28213,16660,29497,0,0,0,0
0083506,-008.200,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4011,28322,16831,29107,0,0,0,0
0083507,-008.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3998,26034,15732,31408,0,0,0,0
0083508,-007.800,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3966,24008,14695,33466,0,0,0,0
0083509,-007.600,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3935,23891,14742,33614,0,0,0,0
0083510,-007.400,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4177,24831,15338,32432,0,0,0,0
0083511,-007.200,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4560,27457,17110,29423,0,0,0,0
0083512,-007.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4256,26129,16103,31055,0,0,0,0
0083513,-006.800,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4595,24218,14909,32627,0,0,0,0
0083514,-006.600,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4562,25208,15515,31670,0,0,0,0
0083515,-006.400,-000.800,0000.200,0210.0,0000.0,0,0,0,0,5568,27750,17336,28122,0,0,0,0
0083516,-006.200,-000.800,0000.200,0210.0,0000.0,0,0,0,0,5595,27656,17678,28189,0,0,0,0
0083517,-006.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,5974,27119,17117,28347,0,0,0,0
0083518,-005.800,-000.800,0000.200,0210.0,0000.0,0,0,0,0,5615,25436,16032,30389,0,0,0,0
0083519,-005.600,-000.800,0000.200,0210.0,0000.0,0,0,0,0,5221,23830,15255,32389,0,0,0,0
0083520,-005.400,-000.800,0000.200,0210.0,0000.0,0,0,0,0,5006,22279,14332,34155,0,0,0,0
0083521,-005.200,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4743,23388,14903,33309,0,0,0,0
0083522,-005.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4708,22104,14051,34628,0,0,0,0
0083523,-004.800,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4950,20703,13073,35787,0,0,0,0
0083524,-004.600,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4544,20047,12693,36849,0,0,0,0
0083525,-004.400,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4355,19353,12224,37732,0,0,0,0
0083526,-004.200,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4139,20932,13062,36369,0,0,0,0
0083527,-004.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4288,19927,12405,37225,0,0,0,0
0083528,-003.800,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3943,19541,12200,37956,0,0,0,0
0083529,-003.600,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3935,19093,11815,38412,0,0,0,0
0083530,-003.400,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4048,20687,12578,36705,0,0,0,0
0083531,-003.200,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3890,18714,11332,38836,0,0,0,0
0083532,-003.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3704,19713,11859,38023,0,0,0,0
0083533,-002.800,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3884,19139,11455,38417,0,0,0,0
0083534,-002.600,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3642,19203,11474,38595,0,0,0,0
0083535,-002.400,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3811,20701,12269,36928,0,0,0,0
0083536,-002.200,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3596,20074,11871,37770,0,0,0,0
0083537,-002.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3633,19620,11576,38187,0,0,0,0
0083538,-001.800,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3507,19529,11552,38404,0,0,0,0
0083539,-001.600,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3537,21036,12311,36867,0,0,0,0
0083540,-001.400,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3536,20481,11955,37423,0,0,0,0
0083541,-001.200,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3809,20321,11935,37310,0,0,0,0
0083542,-001.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3875,24200,14267,33365,0,0,0,0
0083543,-000.800,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4102,26168,15316,31170,0,0,0,0
0083544,-000.600,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4293,26491,15545,30656,0,0,0,0
0083545,-000.400,-000.800,0000.200,0210.0,0000.0,0,0,0,0,3967,24848,14726,32625,0,0,0,0
0083546,-000.200,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4287,25130,15135,32023,0,0,0,0
0083547,-000.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4277,25354,15294,31809,0,0,0,0
0083548,0000.200,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4636,26635,15951,30169,0,0,0,0
0083549,0000.400,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4990,29679,17817,26771,0,0,0,0
0083550,0000.600,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4646,27231,16643,29563,0,0,0,0
0083551,0000.800,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4419,25458,15707,31563,0,0,0,0
0083552,0001.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4892,26523,16355,30025,0,0,0,0
0083553,0001.200,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4845,26337,16277,30258,0,0,0,0
0083554,0001.400,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4992,26131,16365,30317,0,0,0,0
0083555,0001.600,-000.800,0000.200,0210.0,0000.0,0,0,0,0,700,8276,4409,52464,0,0,0,0
0083556,0001.800,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4136,26237,16309,31067,0,0,0,0
0083557,0002.000,-000.800,0000.200,0210.0,0000.0,0,0,0,0,4787,26685,16780,29968,0,0,0,0
0083558,-010.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3396,21369,12758,36675,0,0,0,0
0083559,-009.800,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3339,20915,12469,37186,0,0,0,0
0083560,-009.600,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3688,21705,12949,36047,0,0,0,0
0083561,-009.400,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3546,21819,12903,36075,0,0,0,0
0083562,-009.200,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3764,22339,13079,35337,0,0,0,0
0083563,-009.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3329,21835,12843,36276,0,0,0,0
0083564,-008.800,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3230,21704,12754,36506,0,0,0,0
0083565,-008.600,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3407,24507,14225,33526,0,0,0,0
0083566,-008.400,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3834,26805,15961,30801,0,0,0,0
0083567,-008.200,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4244,28410,17076,28786,0,0,0,0
0083568,-008.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4205,26873,16194,30362,0,0,0,0
0083569,-007.800,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4231,24867,15201,32342,0,0,0,0
0083570,-007.600,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3988,26524,16359,30928,0,0,0,0
0083571,-007.400,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4072,25130,15563,32238,0,0,0,0
0083572,-007.200,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3989,24533,15244,32918,0,0,0,0
0083573,-007.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4569,26761,16594,30110,0,0,0,0
0083574,-006.800,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4391,25178,15595,31871,0,0,0,0
0083575,-006.600,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3960,22334,13826,35146,0,0,0,0
0083576,-006.400,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4696,26634,16592,30110,0,0,0,0
0083577,-006.200,-000.600,0000.200,0210.0,0000.0,0,0,0,0,5938,28251,18108,27251,0,0,0,0
0083578,-006.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,5985,28212,17893,27243,0,0,0,0
0083579,-005.800,-000.600,0000.200,0210.0,0000.0,0,0,0,0,5643,26622,16893,29175,0,0,0,0
0083580,-005.600,-000.600,0000.200,0210.0,0000.0,0,0,0,0,5554,24817,15675,31069,0,0,0,0
0083581,-005.400,-000.600,0000.200,0210.0,0000.0,0,0,0,0,5407,22957,14754,33076,0,0,0,0
0083582,-005.200,-000.600,0000.200,0210.0,0000.0,0,0,0,0,5028,22019,14292,34393,0,0,0,0
0083583,-005.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4982,22801,14572,33657,0,0,0,0
0083584,-004.800,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4798,21744,13922,34898,0,0,0,0
0083585,-004.600,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4818,20793,13322,35829,0,0,0,0
0083586,-004.400,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4521,20306,12983,36613,0,0,0,0
0083587,-004.200,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4520,21420,13469,35500,0,0,0,0
0083588,-004.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4567,20512,12865,36361,0,0,0,0
0083589,-003.800,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4296,19857,12476,37287,0,0,0,0
0083590,-003.600,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3881,19464,12210,38095,0,0,0,0
0083591,-003.400,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3944,19036,11888,38460,0,0,0,0
0083592,-003.200,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4154,20340,12427,36946,0,0,0,0
0083593,-003.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4211,19765,12036,37464,0,0,0,0
0083594,-002.800,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3981,19476,11858,37983,0,0,0,0
0083595,-002.600,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3722,19381,11736,38337,0,0,0,0
0083596,-002.400,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4111,20729,12356,36600,0,0,0,0
0083597,-002.200,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3716,19167,11449,38557,0,0,0,0
0083598,-002.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3941,19724,11714,37775,0,0,0,0
0083599,-001.800,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3624,19461,11570,38355,0,0,0,0
0083600,-001.600,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3650,19263,11427,38527,0,0,0,0
0083601,-001.400,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3648,20779,12205,37013,0,0,0,0
0083602,-001.200,-000.600,0000.200,0210.0,0000.0,0,0,0,0,3873,20340,12009,37227,0,0,0,0
0083603,-001.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4154,21918,13093,35368,0,0,0,0
0083604,-000.800,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4160,24981,14873,32299,0,0,0,0
0083605,-000.600,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4469,27080,15868,29891,0,0,0,0
0083606,-000.400,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4185,25442,15096,31813,0,0,0,0
0083607,-000.200,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4216,23941,14440,33283,0,0,0,0
0083608,-000.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4427,25335,15280,31678,0,0,0,0
0083609,0000.200,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4355,24746,14957,32339,0,0,0,0
0083610,0000.400,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4746,27322,16352,29372,0,0,0,0
0083611,0000.600,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4841,27968,17017,28631,0,0,0,0
0083612,0000.800,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4789,25850,15897,30801,0,0,0,0
0083613,0001.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4676,24583,15138,32181,0,0,0,0
0083614,0001.200,-000.600,0000.200,0210.0,0000.0,0,0,0,0,4997,26374,16143,30069,0,0,0,0
0083615,0001.400,-000.600,0000.200,0210.0,0000.0,0,0,0,0,5280,26534,16568,29626,0,0,0,0
0083616,0001.600,-000.600,0000.200,0210.0,0000.0,0,0,0,0,375,2913,1812,58152,0,0,0,0
0083617,0001.800,-000.600,0000.200,0210.0,0000.0,0,0,0,0,192,3456,1724,57792,0,0,0,0
0083618,0002.000,-000.600,0000.200,0210.0,0000.0,0,0,0,0,487,6248,3233,54705,0,0,0,0
0083619,-010.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3446,20373,12396,37621,0,0,0,0
0083620,-009.800,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3542,21165,12827,36733,0,0,0,0
0083621,-009.600,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3205,21079,12743,37156,0,0,0,0
0083622,-009.400,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3485,22362,13297,35593,0,0,0,0
0083623,-009.200,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3576,22658,13471,35206,0,0,0,0
0083624,-009.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3533,22186,13170,35721,0,0,0,0
0083625,-008.800,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3608,21590,12780,36242,0,0,0,0
0083626,-008.600,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3424,22631,13384,35385,0,0,0,0
0083627,-008.400,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3879,25454,15397,32107,0,0,0,0
0083628,-008.200,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4109,27240,16339,30091,0,0,0,0
0083629,-008.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4212,27496,16655,29732,0,0,0,0
0083630,-007.800,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4074,25654,15718,31712,0,0,0,0
0083631,-007.600,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3990,24399,15087,33051,0,0,0,0
0083632,-007.400,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4300,25602,15846,31538,0,0,0,0
0083633,-007.200,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4214,24959,15518,32267,0,0,0,0
0083634,-007.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4408,26184,16223,30848,0,0,0,0
0083635,-006.800,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4380,25919,16123,31141,0,0,0,0
0083636,-006.600,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4430,24779,15386,32231,0,0,0,0
0083637,-006.400,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4400,23961,14880,33079,0,0,0,0
0083638,-006.200,-000.400,0000.200,0210.0,0000.0,0,0,0,0,5596,26495,16800,29349,0,0,0,0
0083639,-006.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,6152,26942,17166,28346,0,0,0,0
0083640,-005.800,-000.400,0000.200,0210.0,0000.0,0,0,0,0,5923,27305,17262,28212,0,0,0,0
0083641,-005.600,-000.400,0000.200,0210.0,0000.0,0,0,0,0,5466,23908,15065,32066,0,0,0,0
0083642,-005.400,-000.400,0000.200,0210.0,0000.0,0,0,0,0,5616,24018,15321,31806,0,0,0,0
0083643,-005.200,-000.400,0000.200,0210.0,0000.0,0,0,0,0,5387,22815,14671,33238,0,0,0,0
0083644,-005.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,5369,23345,14991,32726,0,0,0,0
0083645,-004.800,-000.400,0000.200,0210.0,0000.0,0,0,0,0,5048,22442,14367,33950,0,0,0,0
0083646,-004.600,-000.400,0000.200,0210.0,0000.0,0,0,0,0,5249,21304,13670,34887,0,0,0,0
0083647,-004.400,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4900,20556,13208,35984,0,0,0,0
0083648,-004.200,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4673,20112,12884,36655,0,0,0,0
0083649,-004.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4740,21074,13300,35626,0,0,0,0
0083650,-003.800,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4584,20390,12871,36466,0,0,0,0
0083651,-003.600,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4468,19610,12413,37362,0,0,0,0
0083652,-003.400,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4403,19160,12045,37877,0,0,0,0
0083653,-003.200,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4231,20452,12789,36757,0,0,0,0
0083654,-003.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4293,20360,12528,36787,0,0,0,0
0083655,-002.800,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4008,19869,12171,37563,0,0,0,0
0083656,-002.600,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3947,19432,11881,38061,0,0,0,0
0083657,-002.400,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3787,19265,11715,38388,0,0,0,0
0083658,-002.200,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3955,20699,12349,36786,0,0,0,0
0083659,-002.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3750,20222,12070,37468,0,0,0,0
0083660,-001.800,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3794,19798,11820,37848,0,0,0,0
0083661,-001.600,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3923,19427,11605,38090,0,0,0,0
0083662,-001.400,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3664,20600,12264,37176,0,0,0,0
0083663,-001.200,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3593,19357,11463,38490,0,0,0,0
0083664,-001.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3630,20538,12157,37272,0,0,0,0
0083665,-000.800,-000.400,0000.200,0210.0,0000.0,0,0,0,0,3979,23339,14067,34122,0,0,0,0
0083666,-000.600,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4141,25246,15041,32053,0,0,0,0
0083667,-000.400,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4315,25954,15357,31171,0,0,0,0
0083668,-000.200,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4323,24397,14641,32720,0,0,0,0
0083669,-000.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4189,23303,14137,33948,0,0,0,0
0083670,0000.200,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4255,25050,15231,32135,0,0,0,0
0083671,0000.400,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4931,25283,15301,31226,0,0,0,0
0083672,0000.600,-000.400,0000.200,0210.0,0000.0,0,0,0,0,5236,27648,17041,28556,0,0,0,0
0083673,0000.800,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4956,26677,16305,29807,0,0,0,0
0083674,0001.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4661,25297,15586,31482,0,0,0,0
0083675,0001.200,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4869,25620,15804,30951,0,0,0,0
0083676,0001.400,-000.400,0000.200,0210.0,0000.0,0,0,0,0,4614,25547,15676,31279,0,0,0,0
0083677,0001.600,-000.400,0000.200,0210.0,0000.0,0,0,0,0,12,216,107,61212,0,0,0,0
0083678,0001.800,-000.400,0000.200,0210.0,0000.0,0,0,0,0,246,3812,1988,57382,0,0,0,0
0083679,0002.000,-000.400,0000.200,0210.0,0000.0,0,0,0,0,681,7978,4337,52781,0,0,0,0
0083680,-010.000,-000.200,0000.200,0210.0,0000.0,0,0,0,0,3804,22400,13630,35236,0,0,0,0
0083681,-009.800,-000.200,0000.200,0210.0,0000.0,0,0,0,0,3809,21763,13249,35868,0,0,0,0
0083682,-009.600,-000.200,0000.200,0210.0,0000.0,0,0,0,0,3584,21300,12973,36556,0,0,0,0
0083683,-009.400,-000.200,0000.200,0210.0,0000.0,0,0,0,0,3511,20982,12722,36947,0,0,0,0
0083684,-009.200,-000.200,0000.200,0210.0,0000.0,0,0,0,0,3607,22454,13416,35379,0,0,0,0
0083685,-009.000,-000.200,0000.200,0210.0,0000.0,0,0,0,0,3464,21416,12775,36560,0,0,0,0
0083686,-008.800,-000.200,0000.200,0210.0,0000.0,0,0,0,0,3400,22232,13228,35808,0,0,0,0
0083687,-008.600,-000.200,0000.200,0210.0,0000.0,0,0,0,0,3581,21776,12941,36083,0,0,0,0
0083688,-008.400,-000.200,0000.200,0210.0,0000.0,0,0,0,0,3552,23523,13874,34365,0,0,0,0
0083689,-008.200,-000.200,0000.200,0210.0,0000.0,0,0,0,0,3958,25393,15323,32089,0,0,0,0
0083690,-008.000,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4307,27054,16468,30079,0,0,0,0
0083691,-007.800,-000.200,0000.200,0210.0,0000.0,0,0,0,0,3972,26595,16317,30873,0,0,0,0
0083692,-007.600,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4115,25135,15541,32190,0,0,0,0
0083693,-007.400,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4361,25687,15991,31392,0,0,0,0
0083694,-007.200,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4489,25144,15573,31807,0,0,0,0
0083695,-007.000,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4342,24472,15262,32626,0,0,0,0
0083696,-006.800,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4750,26504,16544,30186,0,0,0,0
0083697,-006.600,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4566,25463,15881,31411,0,0,0,0
0083698,-006.400,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4533,24677,15338,32230,0,0,0,0
0083699,-006.200,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4854,25867,16254,30719,0,0,0,0
0083700,-006.000,-000.200,0000.200,0210.0,0000.0,0,0,0,0,5915,27059,17307,28466,0,0,0,0
0083701,-005.800,-000.200,0000.200,0210.0,0000.0,0,0,0,0,5927,27741,17544,27772,0,0,0,0
0083702,-005.600,-000.200,0000.200,0210.0,0000.0,0,0,0,0,6035,26486,16761,28919,0,0,0,0
0083703,-005.400,-000.200,0000.200,0210.0,0000.0,0,0,0,0,5660,25022,15923,30758,0,0,0,0
0083704,-005.200,-000.200,0000.200,0210.0,0000.0,0,0,0,0,5428,23601,15187,32411,0,0,0,0
0083705,-005.000,-000.200,0000.200,0210.0,0000.0,0,0,0,0,5182,22586,14717,33672,0,0,0,0
0083706,-004.800,-000.200,0000.200,0210.0,0000.0,0,0,0,0,5507,23089,14837,32844,0,0,0,0
0083707,-004.600,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4988,20542,13298,35910,0,0,0,0
0083708,-004.400,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4885,21420,13806,35135,0,0,0,0
0083709,-004.200,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4905,20666,13299,35869,0,0,0,0
0083710,-004.000,-000.200,0000.200,0210.0,0000.0,0,0,0,0,4858,21237,13610,35345,0,0,0,0
